NAICS Description,naics2002,data,total
Gasoline Stations with Convenience Stores,44711,firms,50763
,44711,estab.,95389
,44711,empl.,724770
,44711,ann. pay.,11499628
,44711,est. rec.,336365028
Gasoline Stations with Convenience Stores,447110,firms,50763
,447110,estab.,95389
,447110,empl.,724770
,447110,ann. pay.,11499628
,447110,est. rec.,336365028
Other Gasoline Stations,44719,firms,16556
,44719,estab.,20144
,44719,empl.,163935
,44719,ann. pay.,3421565
,44719,est. rec.,104088758
Other Gasoline Stations,447190,firms,16556
,447190,estab.,20144
,447190,empl.,163935
,447190,ann. pay.,3421565
,447190,est. rec.,104088758
Clothing and Clothing Accessories Stores,448,firms,67035
,448,estab.,155371
,448,empl.,1648157
,448,ann. pay.,27498722
,448,est. rec.,218738679
Clothing Stores,4481,firms,41320
,4481,estab.,99325
,4481,empl.,1278939
,4481,ann. pay.,19725774
,4481,est. rec.,160384349
Men's Clothing Stores,44811,firms,4652
,44811,estab.,8610
,44811,empl.,65586
,44811,ann. pay.,1509073
,44811,est. rec.,9802460
Men's Clothing Stores,448110,firms,4652
,448110,estab.,8610
,448110,empl.,65586
,448110,ann. pay.,1509073
,448110,est. rec.,9802460
Women's Clothing Stores,44812,firms,12963
,44812,estab.,35586
,44812,empl.,341826
,44812,ann. pay.,5267055
,44812,est. rec.,40229109
Women's Clothing Stores,448120,firms,12963
,448120,estab.,35586
,448120,empl.,341826
,448120,ann. pay.,5267055
,448120,est. rec.,40229109
Children's and Infants' Clothing Stores,44813,firms,2979
,44813,estab.,7036
,44813,empl.,94363
,44813,ann. pay.,1048211
,44813,est. rec.,9072181
Children's and Infants' Clothing Stores,448130,firms,2979
,448130,estab.,7036
,448130,empl.,94363
,448130,ann. pay.,1048211
,448130,est. rec.,9072181
Family Clothing Stores,44814,firms,8087
,44814,estab.,27326
,44814,empl.,635448
,44814,ann. pay.,9405621
,44814,est. rec.,82996298
Family Clothing Stores,448140,firms,8087
,448140,estab.,27326
,448140,empl.,635448
,448140,ann. pay.,9405621
,448140,est. rec.,82996298
Clothing Accessories Stores,44815,firms,4033
,44815,estab.,7694
,44815,empl.,42313
,44815,ann. pay.,755084
,44815,est. rec.,5836819
Clothing Accessories Stores,448150,firms,4033
,448150,estab.,7694
,448150,empl.,42313
,448150,ann. pay.,755084
,448150,est. rec.,5836819
Other Clothing Stores,44819,firms,8962
,44819,estab.,13073
,44819,empl.,99403
,44819,ann. pay.,1740730
,44819,est. rec.,12447482
Other Clothing Stores,448190,firms,8962
,448190,estab.,13073
,448190,empl.,99403
,448190,ann. pay.,1740730
,448190,est. rec.,12447482
Shoe Stores,4482,firms,6692
,4482,estab.,27213
,4482,empl.,206338
,4482,ann. pay.,3302120
,4482,est. rec.,26549038
Shoe Stores,44821,firms,6692
,44821,estab.,27213
,44821,empl.,206338
,44821,ann. pay.,3302120
,44821,est. rec.,26549038
Shoe Stores,448210,firms,6692
,448210,estab.,27213
,448210,empl.,206338
,448210,ann. pay.,3302120
,448210,est. rec.,26549038
"Jewelry, Luggage, and Leather Goods Stores",4483,firms,19146
,4483,estab.,28833
,4483,empl.,162880
,4483,ann. pay.,4470828
,4483,est. rec.,31805292
Jewelry Stores,44831,firms,18451
,44831,estab.,27484
,44831,empl.,154028
,44831,ann. pay.,4214101
,44831,est. rec.,29266715
Jewelry Stores,448310,firms,18451
,448310,estab.,27484
,448310,empl.,154028
,448310,ann. pay.,4214101
,448310,est. rec.,29266715
Luggage and Leather Goods Stores,44832,firms,697
,44832,estab.,1349
,44832,empl.,8852
,44832,ann. pay.,256727
,44832,est. rec.,2538577
Luggage and Leather Goods Stores,448320,firms,697
,448320,estab.,1349
,448320,empl.,8852
,448320,ann. pay.,256727
,448320,est. rec.,2538577
"Sporting Goods, Hobby, Book, and Music Stores",451,firms,41057
,451,estab.,60145
,451,empl.,639694
,451,ann. pay.,10159285
,451,est. rec.,90896739
"Sporting Goods, Hobby, and Musical Instrument Stores",4511,firms,31967
,4511,estab.,43522
,4511,empl.,455576
,4511,ann. pay.,7532191
,4511,est. rec.,63245035
Sporting Goods Stores,45111,firms,18359
,45111,estab.,23756
,45111,empl.,235692
,45111,ann. pay.,4303659
,45111,est. rec.,37246541
Sporting Goods Stores,451110,firms,18359
,451110,estab.,23756
,451110,empl.,235692
,451110,ann. pay.,4303659
,451110,est. rec.,37246541
"Hobby, Toy, and Game Stores",45112,firms,5864
,45112,estab.,9515
,45112,empl.,136035
,45112,ann. pay.,1865554
,45112,est. rec.,16042225
"Hobby, Toy, and Game Stores",451120,firms,5864
,451120,estab.,9515
,451120,empl.,136035
,451120,ann. pay.,1865554
,451120,est. rec.,16042225
"Sewing, Needlework, and Piece Goods Stores",45113,firms,4092
,45113,estab.,5661
,45113,empl.,50583
,45113,ann. pay.,585170
,45113,est. rec.,4351680
"Sewing, Needlework, and Piece Goods Stores",451130,firms,4092
,451130,estab.,5661
,451130,empl.,50583
,451130,ann. pay.,585170
,451130,est. rec.,4351680
Musical Instrument and Supplies Stores,45114,firms,3656
,45114,estab.,4590
,45114,empl.,33266
,45114,ann. pay.,777808
,45114,est. rec.,5604589
Musical Instrument and Supplies Stores,451140,firms,3656
,451140,estab.,4590
,451140,empl.,33266
,451140,ann. pay.,777808
,451140,est. rec.,5604589
"Book, Periodical, and Music Stores",4512,firms,9098
,4512,estab.,16623
,4512,empl.,184118
,4512,ann. pay.,2627094
,4512,est. rec.,27651704
Book Stores and News Dealers,45121,firms,6418
,45121,estab.,12127
,45121,empl.,153378
,45121,ann. pay.,2073891
,45121,est. rec.,18490695
Book Stores,451211,firms,5170
,451211,estab.,10635
,451211,empl.,145155
,451211,ann. pay.,1935649
,451211,est. rec.,17518156
News Dealers and Newsstands,451212,firms,1260
,451212,estab.,1492
,451212,empl.,8223
,451212,ann. pay.,138242
,451212,est. rec.,972539
"Prerecorded Tape, Compact Disc, and Record Stores",45122,firms,2686
,45122,estab.,4496
,45122,empl.,30740
,45122,ann. pay.,553203
,45122,est. rec.,9161009
"Prerecorded Tape, Compact Disc, and Record Stores",451220,firms,2686
,451220,estab.,4496
,451220,empl.,30740
,451220,ann. pay.,553203
,451220,est. rec.,9161009
General Merchandise Stores,452,firms,10460
,452,estab.,47456
,452,empl.,2897472
,452,ann. pay.,56665055
,452,est. rec.,593383265
Department Stores,4521,firms,442
,4521,estab.,10116
,4521,empl.,1619833
,4521,ann. pay.,30390758
,4521,est. rec.,285687537
Department Stores,45211,firms,442
,45211,estab.,10116
,45211,empl.,1619833
,45211,ann. pay.,30390758
,45211,est. rec.,285687537
Department Stores (except Discount Department Stores),452111,firms,154
,452111,estab.,3988
,452111,empl.,575363
,452111,ann. pay.,10207381
,452111,est. rec.,81653524
Discount Department Stores,452112,firms,299
,452112,estab.,6128
,452112,empl.,M
,452112,ann. pay.,D
,452112,est. rec.,D
Other General Merchandise Stores,4529,firms,10063
,4529,estab.,37340
,4529,empl.,1277639
,4529,ann. pay.,26274297
,4529,est. rec.,307695728
Warehouse Clubs and Supercenters,45291,firms,65
,45291,estab.,3277
,45291,empl.,961360
,45291,ann. pay.,21875675
,45291,est. rec.,264079042
Warehouse Clubs and Supercenters,452910,firms,65
,452910,estab.,3277
,452910,empl.,961360
,452910,ann. pay.,21875675
,452910,est. rec.,264079042
All Other General Merchandise Stores,45299,firms,10003
,45299,estab.,34063
,45299,empl.,316279
,45299,ann. pay.,4398622
,45299,est. rec.,43616686
All Other General Merchandise Stores,452990,firms,10003
,452990,estab.,34063
,452990,empl.,316279
,452990,ann. pay.,4398622
,452990,est. rec.,43616686
Miscellaneous Store Retailers,453,firms,97730
,453,estab.,123374
,453,empl.,813827
,453,ann. pay.,15569126
,453,est. rec.,113121052
Florists,4531,firms,18952
,4531,estab.,19759
,4531,empl.,93779
,4531,ann. pay.,1428975
,4531,est. rec.,6456752
Florists,45311,firms,18952
,45311,estab.,19759
,45311,empl.,93779
,45311,ann. pay.,1428975
,45311,est. rec.,6456752
Florists,453110,firms,18952
,453110,estab.,19759
,453110,empl.,93779
,453110,ann. pay.,1428975
,453110,est. rec.,6456752
"Office Supplies, Stationery, and Gift Stores",4532,firms,28816
,4532,estab.,40674
,4532,empl.,315159
,4532,ann. pay.,5428899
,4532,est. rec.,44812582
Office Supplies and Stationery Stores,45321,firms,5327
,45321,estab.,9754
,45321,empl.,122323
,45321,ann. pay.,2762347
,45321,est. rec.,27808251
Office Supplies and Stationery Stores,453210,firms,5327
,453210,estab.,9754
,453210,empl.,122323
,453210,ann. pay.,2762347
,453210,est. rec.,27808251
"Gift, Novelty, and Souvenir Stores",45322,firms,23514
,45322,estab.,30920
,45322,empl.,192836
,45322,ann. pay.,2666552
,45322,est. rec.,17004331
"Gift, Novelty, and Souvenir Stores",453220,firms,23514
,453220,estab.,30920
,453220,empl.,192836
,453220,ann. pay.,2666552
,453220,est. rec.,17004331
Used Merchandise Stores,4533,firms,13122
,4533,estab.,17733
,4533,empl.,133918
,4533,ann. pay.,2262505
,4533,est. rec.,9740881
Used Merchandise Stores,45331,firms,13122
,45331,estab.,17733
,45331,empl.,133918
,45331,ann. pay.,2262505
,45331,est. rec.,9740881
Used Merchandise Stores,453310,firms,13122
,453310,estab.,17733
,453310,empl.,133918
,453310,ann. pay.,2262505
,453310,est. rec.,9740881
Other Miscellaneous Store Retailers,4539,firms,36941
,4539,estab.,45208
,4539,empl.,270971
,4539,ann. pay.,6448747
,4539,est. rec.,52110837
Pet and Pet Supplies Stores,45391,firms,5948
,45391,estab.,8788
,45391,empl.,101014
,45391,ann. pay.,1607835
,45391,est. rec.,11349481
Pet and Pet Supplies Stores,453910,firms,5948
,453910,estab.,8788
,453910,empl.,101014
,453910,ann. pay.,1607835
,453910,est. rec.,11349481
Art Dealers,45392,firms,6364
,45392,estab.,6630
,45392,empl.,22043
,45392,ann. pay.,943954
,45392,est. rec.,7977775
Art Dealers,453920,firms,6364
,453920,estab.,6630
,453920,empl.,22043
,453920,ann. pay.,943954
,453920,est. rec.,7977775
Manufactured (Mobile) Home Dealers,45393,firms,2855
,45393,estab.,4009
,45393,empl.,23683
,45393,ann. pay.,847208
,45393,est. rec.,8806763
Manufactured (Mobile) Home Dealers,453930,firms,2855
,453930,estab.,4009
,453930,empl.,23683
,453930,ann. pay.,847208
,453930,est. rec.,8806763
All Other Miscellaneous Store Retailers,45399,firms,21782
,45399,estab.,25781
,45399,empl.,124231
,45399,ann. pay.,3049750
,45399,est. rec.,23976818
Tobacco Stores,453991,firms,5025
,453991,estab.,6458
,453991,empl.,26140
,453991,ann. pay.,421635
,453991,est. rec.,7031846
All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,firms,16758
,453998,estab.,19323
,453998,empl.,98091
,453998,ann. pay.,2628115
,453998,est. rec.,16944972
Nonstore Retailers,454,firms,40168
,454,estab.,47723
,454,empl.,511558
,454,ann. pay.,19854628
,454,est. rec.,240557361
Electronic Shopping and Mail-Order Houses,4541,firms,15541
,4541,estab.,16670
,4541,empl.,268328
,4541,ann. pay.,11476676
,4541,est. rec.,169130738
Electronic Shopping and Mail-Order Houses,45411,firms,15541
,45411,estab.,16670
,45411,empl.,268328
,45411,ann. pay.,11476676
,45411,est. rec.,169130738
Electronic Shopping,454111,firms,8867
,454111,estab.,9155
,454111,empl.,78941
,454111,ann. pay.,3199240
,454111,est. rec.,50494654
Electronic Auctions,454112,firms,395
,454112,estab.,407
,454112,empl.,5977
,454112,ann. pay.,689797
,454112,est. rec.,D
Mail-Order Houses,454113,firms,6313
,454113,estab.,7108
,454113,empl.,183410
,454113,ann. pay.,7587639
,454113,est. rec.,105546377
Vending Machine Operators,4542,firms,4602
,4542,estab.,5158
,4542,empl.,49446
,4542,ann. pay.,1369151
,4542,est. rec.,7454913
Vending Machine Operators,45421,firms,4602
,45421,estab.,5158
,45421,empl.,49446
,45421,ann. pay.,1369151
,45421,est. rec.,7454913
Vending Machine Operators,454210,firms,4602
,454210,estab.,5158
,454210,empl.,49446
,454210,ann. pay.,1369151
,454210,est. rec.,7454913
Direct Selling Establishments,4543,firms,20059
,4543,estab.,25895
,4543,empl.,193784
,4543,ann. pay.,7008801
,4543,est. rec.,63971710
Fuel Dealers,45431,firms,5989
,45431,estab.,10536
,45431,empl.,91337
,45431,ann. pay.,3467754
,45431,est. rec.,43200433
Heating Oil Dealers,454311,firms,3558
,454311,estab.,4257
,454311,empl.,46215
,454311,ann. pay.,1883951
,454311,est. rec.,27158278
Liquefied Petroleum Gas (Bottled Gas) Dealers,454312,firms,2233
,454312,estab.,6032
,454312,empl.,44424
,454312,ann. pay.,1564382
,454312,est. rec.,15832530
Other Fuel Dealers,454319,firms,247
,454319,estab.,247
,454319,empl.,698
,454319,ann. pay.,19421
,454319,est. rec.,209625
Other Direct Selling Establishments,45439,firms,14075
,45439,estab.,15359
,45439,empl.,102447
,45439,ann. pay.,3541047
,45439,est. rec.,20771277
Other Direct Selling Establishments,454390,firms,14075
,454390,estab.,15359
,454390,empl.,102447
,454390,ann. pay.,3541047
,454390,est. rec.,20771277
Transportation and Warehousing,48-49,firms,174265
,48-49,estab.,219806
,48-49,empl.,4395432
,48-49,ann. pay.,175479796
,48-49,est. rec.,694227721
Air Transportation,481,firms,2929
,481,estab.,5730
,481,empl.,480648
,481,ann. pay.,25786974
,481,est. rec.,141849515
Scheduled Air Transportation,4811,firms,578
,4811,estab.,3084
,4811,empl.,435853
,4811,ann. pay.,23042898
,4811,est. rec.,126927385
Scheduled Air Transportation,48111,firms,578
,48111,estab.,3084
,48111,empl.,435853
,48111,ann. pay.,23042898
,48111,est. rec.,126927385
Scheduled Passenger Air Transportation,481111,firms,310
,481111,estab.,2585
,481111,empl.,417071
,481111,ann. pay.,22329755
,481111,est. rec.,123169119
Scheduled Freight Air Transportation,481112,firms,291
,481112,estab.,499
,481112,empl.,J
,481112,ann. pay.,713143
,481112,est. rec.,3758266
Nonscheduled Air Transportation,4812,firms,2366
,4812,estab.,2646
,4812,empl.,44795
,4812,ann. pay.,2744076
,4812,est. rec.,14922130
Nonscheduled Air Transportation,48121,firms,2366
,48121,estab.,2646
,48121,empl.,44795
,48121,ann. pay.,2744076
,48121,est. rec.,14922130
Nonscheduled Chartered Passenger Air Transportation,481211,firms,1605
,481211,estab.,1742
,481211,empl.,32604
,481211,ann. pay.,1965211
,481211,est. rec.,10811832
Nonscheduled Chartered Freight Air Transportation,481212,firms,292
,481212,estab.,350
,481212,empl.,6484
,481212,ann. pay.,425850
,481212,est. rec.,2735262
Other Nonscheduled Air Transportation,481219,firms,476
,481219,estab.,554
,481219,empl.,5707
,481219,ann. pay.,353015
,481219,est. rec.,1375036
Water Transportation,483,firms,1476
,483,estab.,1928
,483,empl.,68947
,483,ann. pay.,4467056
,483,est. rec.,34792652
"Deep Sea, Coastal, and Great Lakes Water Transportation",4831,firms,890
,4831,estab.,1255
,4831,empl.,48180
,4831,ann. pay.,3285555
,4831,est. rec.,28769351
"Deep Sea, Coastal, and Great Lakes Water Transportation",48311,firms,890
,48311,estab.,1255
,48311,empl.,48180
,48311,ann. pay.,3285555
,48311,est. rec.,28769351
Deep Sea Freight Transportation,483111,firms,257
,483111,estab.,427
,483111,empl.,11308
,483111,ann. pay.,855683
,483111,est. rec.,8101533
Deep Sea Passenger Transportation,483112,firms,80
,483112,estab.,92
,483112,empl.,J
,483112,ann. pay.,D
,483112,est. rec.,D
Coastal and Great Lakes Freight Transportation,483113,firms,420
,483113,estab.,573
,483113,empl.,22568
,483113,ann. pay.,1552467
,483113,est. rec.,8664170
Coastal and Great Lakes Passenger Transportation,483114,firms,146
,483114,estab.,163
,483114,empl.,2293
,483114,ann. pay.,124012
,483114,est. rec.,697139
Inland Water Transportation,4832,firms,605
,4832,estab.,673
,4832,empl.,20767
,4832,ann. pay.,1181501
,4832,est. rec.,6023301
Inland Water Transportation,48321,firms,605
,48321,estab.,673
,48321,empl.,20767
,48321,ann. pay.,1181501
,48321,est. rec.,6023301
Inland Water Freight Transportation,483211,firms,359
,483211,estab.,411
,483211,empl.,17377
,483211,ann. pay.,1029795
,483211,est. rec.,5510311
Inland Water Passenger Transportation,483212,firms,247
,483212,estab.,262
,483212,empl.,3390
,483212,ann. pay.,151706
,483212,est. rec.,512990
Truck Transportation,484,firms,106632
,484,estab.,121419
,484,empl.,1476397
,484,ann. pay.,58867817
,484,est. rec.,222171220
General Freight Trucking,4841,firms,58581
,4841,estab.,68494
,4841,empl.,998697
,4841,ann. pay.,40934518
,4841,est. rec.,148276165
"General Freight Trucking, Local",48411,firms,27004
,48411,estab.,28595
,48411,empl.,211878
,48411,ann. pay.,7903922
,48411,est. rec.,27026528
"General Freight Trucking, Local",484110,firms,27004
,484110,estab.,28595
,484110,empl.,211878
,484110,ann. pay.,7903922
,484110,est. rec.,27026528
"General Freight Trucking, Long-Distance",48412,firms,31728
,48412,estab.,39899
,48412,empl.,786819
,48412,ann. pay.,33030596
,48412,est. rec.,121249637
"General Freight Trucking, Long-Distance, Truckload",484121,firms,28422
,484121,estab.,32470
,484121,empl.,512213
,484121,ann. pay.,19970696
,484121,est. rec.,84782653
"General Freight Trucking, Long-Distance, Less Than Truckload",484122,firms,3372
,484122,estab.,7429
,484122,empl.,274606
,484122,ann. pay.,13059900
,484122,est. rec.,36466984
Specialized Freight Trucking,4842,firms,48254
,4842,estab.,52925
,4842,empl.,477700
,4842,ann. pay.,17933299
,4842,est. rec.,73895055
Used Household and Office Goods Moving,48421,firms,7596
,48421,estab.,8502
,48421,empl.,105381
,48421,ann. pay.,3365033
,48421,est. rec.,15357811
Used Household and Office Goods Moving,484210,firms,7596
,484210,estab.,8502
,484210,empl.,105381
,484210,ann. pay.,3365033
,484210,est. rec.,15357811
"Specialized Freight (except Used Goods) Trucking, Local",48422,firms,30914
,48422,estab.,32125
,48422,empl.,206950
,48422,ann. pay.,7814859
,48422,est. rec.,31541736
"Specialized Freight (except Used Goods) Trucking, Local",484220,firms,30914
,484220,estab.,32125
,484220,empl.,206950
,484220,ann. pay.,7814859
,484220,est. rec.,31541736
"Specialized Freight (except Used Goods) Trucking, Long-Distance",48423,firms,9839
,48423,estab.,12298
,48423,empl.,165369
,48423,ann. pay.,6753407
,48423,est. rec.,26995508
"Specialized Freight (except Used Goods) Trucking, Long-Distance",484230,firms,9839
,484230,estab.,12298
,484230,empl.,165369
,484230,ann. pay.,6753407
,484230,est. rec.,26995508
Transit and Ground Passenger Transportation,485,firms,15536
,485,estab.,18322
,485,empl.,440623
,485,ann. pay.,10019227
,485,est. rec.,26996179
Urban Transit Systems,4851,firms,594
,4851,estab.,932
,4851,empl.,52912
,4851,ann. pay.,1837081
,4851,est. rec.,3171149
Urban Transit Systems,48511,firms,594
,48511,estab.,932
,48511,empl.,52912
,48511,ann. pay.,1837081
,48511,est. rec.,3171149
Mixed Mode Transit Systems,485111,firms,55
,485111,estab.,67
,485111,empl.,1538
,485111,ann. pay.,45781
,485111,est. rec.,129772
Commuter Rail Systems,485112,firms,17
,485112,estab.,26
,485112,empl.,694
,485112,ann. pay.,38010
,485112,est. rec.,104414
Bus and Other Motor Vehicle Transit Systems,485113,firms,485
,485113,estab.,795
